date,username,text,party,labels,year,era,is_edge_case,pred_leaning,pred_stance,confidence,reasoning,raw_response,parse_error,triage_action,mode
2023-02-14 23:02:00,repvalhoyle,"What a great birthday wish from my friend and fellow port enthusiast  

He's right - nobody loves talk…",Democrat,1,2023,biden-era,False,Democrat,Establishment,15,The tweet is too vague and personal to classify with confidence; it mentions ports and a birthday wish but lacks substantive political content or ideological markers.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 15,
  ""reasoning"": ""The tweet is too vague and personal to classify with confidence; it mentions ports and a birthday wish but lacks substantive political content or ideological markers.""
}",False,flag_for_review,zero-shot
2021-08-02 21:17:19,repdavidscott,"Thank you, Mary, for trusting our team to assist with this case! If you need help with the IRS or another federal a…",Democrat,1,2021,biden-era,False,Unknown,Unknown,5,This tweet is a non-political constituent service response that provides no ideological content to classify.,"{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""This tweet is a non-political constituent service response that provides no ideological content to classify.""
}",False,flag_for_review,zero-shot
2023-02-12 21:07:08,RepOgles,"“Every kingdom divided against itself is laid waste, and no city or house divided against itself will stand.”

Matthew 12:25b ESV",Republican,0,2023,biden-era,False,Democrat,Populist,25,"This biblical quote about division is vague enough to be used by politicians across the spectrum, but has been more frequently deployed by Democrats emphasizing unity against polarization, though the low confidence reflects its ambiguous applicability.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 25,
  ""reasoning"": ""This biblical quote about division is vague enough to be used by politicians across the spectrum, but has been more frequently deployed by Democrats emphasizing unity against polarization, though the low confidence reflects its ambiguous applicability.""
}",False,flag_for_review,zero-shot
2021-06-10 21:24:11,SenAngusKing,"Im gravely concerned about the safety of the men and women of Afghanistan who supported the mission of the U.S. troops as we withdraw. Today I urged  and  to help advance their expatriation process for strategic but more importantly, moral reasons.",Democrat,1,2021,biden-era,True,Republican,Establishment,65,"The tweet emphasizes concern for Afghan allies and appeals to moral responsibility while urging executive action, reflecting establishment conservative values around military commitments and humanitarian concerns.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet emphasizes concern for Afghan allies and appeals to moral responsibility while urging executive action, reflecting establishment conservative values around military commitments and humanitarian concerns.""
}",False,flag_for_review,zero-shot
2023-01-25 21:58:21,RepHoulahan,"Earlier today I met w/  author of the series ""What to Expect When You're Expecting,"" which I read whe…",Democrat,1,2023,biden-era,False,Unknown,Unknown,5,"The tweet fragment discusses meeting with an author about pregnancy books and contains no political ideology, policy positions, or partisan rhetoric that would enable classification.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""The tweet fragment discusses meeting with an author about pregnancy books and contains no political ideology, policy positions, or partisan rhetoric that would enable classification.""
}",False,flag_for_review,zero-shot
2021-07-04 15:54:30,SenRickScott,"Spoke to  Director Ken Graham about Tropical Storm #Elsa again this morning. Tropical storm watches and  warnings have been issued for the Keys and  Southwest Florida. Floridians should keep watching this storm and  be prepared for severe weather, heavy rain and  storm surge.",Republican,0,2021,biden-era,False,Republican,Establishment,35,This is a non-partisan emergency management tweet with no clear ideological markers; the Senator is performing constituent service duties focused on hurricane preparedness.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""This is a non-partisan emergency management tweet with no clear ideological markers; the Senator is performing constituent service duties focused on hurricane preparedness.""
}",False,flag_for_review,zero-shot
2022-11-26 16:50:41,RepSusieLee,Small businesses are the fabric of our economy here in Southern Nevada. Get out there and #ShopSmall for all your n…,Democrat,1,2022,biden-era,False,Democrat,Populist,35,"The tweet supports small businesses with populist rhetoric, but lacks distinctive partisan indicators, making it difficult to classify with high confidence.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet supports small businesses with populist rhetoric, but lacks distinctive partisan indicators, making it difficult to classify with high confidence.""
}",False,flag_for_review,zero-shot
2021-07-15 02:36:00,SenTomCotton,The House should pass this bill immediately and send it to President Bidens desk. The U.S. cannot support forced labor and religious persecution.,Republican,0,2021,biden-era,False,Democrat,Establishment,65,The tweet supports Biden administration priorities on human rights issues (forced labor and religious persecution) with establishment-style institutional language about legislative process.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet supports Biden administration priorities on human rights issues (forced labor and religious persecution) with establishment-style institutional language about legislative process.""
}",False,flag_for_review,zero-shot
2023-02-05 17:56:15,RepMTG,"Trump, top national security officials refute claim that Chinese spy balloons transited US under last admin.

There…",Republican,0,2023,biden-era,False,Republican,Establishment,42,"The tweet appears to defend Trump and national security officials regarding Chinese spy balloons, suggesting a Republican perspective, though the incomplete nature and lack of clear partisan language limits confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 42,
  ""reasoning"": ""The tweet appears to defend Trump and national security officials regarding Chinese spy balloons, suggesting a Republican perspective, though the incomplete nature and lack of clear partisan language limits confidence.""
}",False,flag_for_review,zero-shot
2021-06-09 18:36:15,SenSherrodBrown,Incredibly proud of the work we do on the  and Housing Committee - take a look.,Democrat,1,2021,biden-era,True,Unknown,Unknown,5,"The tweet is too vague and lacks specific policy content, partisan language, or identifying details to make a reliable classification.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""The tweet is too vague and lacks specific policy content, partisan language, or identifying details to make a reliable classification.""
}",False,flag_for_review,zero-shot
2022-12-08 21:04:06,RepKweisiMfume,"Thank you  for bringing more than four decades of your  columns to life in the one act, on…",Democrat,1,2022,biden-era,False,Unknown,Unknown,5,"Tweet fragment appears to be thanking someone for their columns being adapted into a one-act performance, containing no political content that indicates party affiliation or ideological stance.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""Tweet fragment appears to be thanking someone for their columns being adapted into a one-act performance, containing no political content that indicates party affiliation or ideological stance.""
}",False,flag_for_review,zero-shot
2022-12-20 00:29:35,RepSylviaGarcia,"Make sure to keep up with the latest weather updates, and please stay prepared this holiday season!",Democrat,1,2022,biden-era,False,Neutral,Neutral,5,"This tweet contains no political content, partisan messaging, or ideological positioning - it is merely practical public safety advice.","{
  ""leaning"": ""Neutral"",
  ""stance"": ""Neutral"",
  ""confidence"": 5,
  ""reasoning"": ""This tweet contains no political content, partisan messaging, or ideological positioning - it is merely practical public safety advice.""
}",False,flag_for_review,zero-shot
2021-06-08 17:39:06,SenatorCardin,"I thank  for this critical, timely investment that will increase MD's capacity to service the regions veterans and transitioning servicemembers. Support for our service men and  women must stay strong when they are uniform and when they transition to civilian life. #smallbiz",Democrat,1,2021,biden-era,False,Democrat,Establishment,45,"The tweet emphasizes veterans' services and small business support through federal investment, which both parties support, but the framing around government capacity-building suggests establishment Democratic priorities.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet emphasizes veterans' services and small business support through federal investment, which both parties support, but the framing around government capacity-building suggests establishment Democratic priorities.""
}",False,flag_for_review,zero-shot
2022-05-13 16:01:17,RepGregoryMeeks,"During #AAPIHeritageMonth, while we uplift, support, and celebrate the many contributions of Asian Americans and Pa…",Democrat,1,2022,biden-era,False,Democrat,Establishment,45,"Tweet references AAPI Heritage Month with supportive language, a priority more commonly associated with Democrats, but the incomplete statement provides limited partisan or ideological information.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Tweet references AAPI Heritage Month with supportive language, a priority more commonly associated with Democrats, but the incomplete statement provides limited partisan or ideological information.""
}",False,flag_for_review,zero-shot
2021-09-30 19:17:06,SenGillibrand,We can't wait to see everyone back again at the  on October th! The Members team is better than ever the #BadNewsBabes better watch out!  you're always welcome to join us! #BeatPress #BeatCancer,Democrat,1,2021,biden-era,False,Unknown,Unknown,5,"Tweet contains no political content, policy positions, or partisan messaging - appears to be about a social/sports event.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""Tweet contains no political content, policy positions, or partisan messaging - appears to be about a social/sports event.""
}",False,flag_for_review,zero-shot
2023-02-04 15:30:00,RepKatCammack,We’re accepting applications for book drops at #FL03 schools as part of our Congressional “Read to Lead” program! I…,Republican,0,2023,biden-era,False,Republican,Establishment,25,"The tweet discusses a reading program initiative with insufficient partisan content to confidently classify, though the formality and establishment-focused educational programming suggests a mainstream Republican approach.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet discusses a reading program initiative with insufficient partisan content to confidently classify, though the formality and establishment-focused educational programming suggests a mainstream Republican approach.""
}",False,flag_for_review,zero-shot
2021-11-29 01:12:00,lisamurkowski,"#OnlyinAlaska: Folks in Cooper Landing and  Moose Pass participated in their annual Woodpile Contest. The winners are chosen based on organization and  stacking, quantity, safety, creativity, and much more. A unique Alaska contest!",Republican,0,2021,biden-era,True,Republican,Establishment,45,"The tweet appears to be from an Alaska senator highlighting a local community event with neutral, promotional language that doesn't contain strong partisan messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet appears to be from an Alaska senator highlighting a local community event with neutral, promotional language that doesn't contain strong partisan messaging.""
}",False,flag_for_review,zero-shot
2021-10-08 21:38:00,RoyBlunt,"Telehealth has been a lifeline for many people throughout the pandemic. At a Commerce Committee hearing this week, I asked the panel to weigh in on how we can make telehealth more accessible:",Republican,0,2021,biden-era,False,Democrat,Establishment,35,"Focus on healthcare accessibility and pandemic response suggests Democratic priorities, but the measured tone and committee work approach indicates establishment sensibility; however, low confidence due to lack of partisan language.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""Focus on healthcare accessibility and pandemic response suggests Democratic priorities, but the measured tone and committee work approach indicates establishment sensibility; however, low confidence due to lack of partisan language.""
}",False,flag_for_review,zero-shot
2022-06-02 20:13:37,MarioDB,"(1/2) Como dije cuando estos cambios se anunciaron por primera vez el mes pasado, aumentar los ingresos del régimen…",Republican,0,2022,biden-era,False,Democrat,Populist,25,"The Spanish-language tweet fragment discusses regime revenue changes, but insufficient content is provided to make a confident classification of the senator's political position.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 25,
  ""reasoning"": ""The Spanish-language tweet fragment discusses regime revenue changes, but insufficient content is provided to make a confident classification of the senator's political position.""
}",False,flag_for_review,zero-shot
2021-09-02 19:10:13,SenTuberville,"They continue to positively contribute to the Clay County community, and the greater East Alabama region, by providing high-quality jobs and fueling our economic growth.",Republican,0,2021,biden-era,False,Republican,Establishment,45,"The tweet emphasizes business contributions, job creation, and economic growth in a specific regional community, which are typical talking points across the political spectrum but slightly favor establishment-oriented economic messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet emphasizes business contributions, job creation, and economic growth in a specific regional community, which are typical talking points across the political spectrum but slightly favor establishment-oriented economic messaging.""
}",False,flag_for_review,zero-shot
2022-12-14 21:40:30,RepDianaDeGette,"It’s been nearly one month since the tragic shooting at Club Q.

Today, I’m leading a resolution with 115 of my col…",Democrat,1,2022,biden-era,False,Democrat,Establishment,45,"The tweet references a mass shooting tragedy and suggests legislative action, which aligns with Democratic priorities on gun control, but the incomplete nature prevents higher confidence classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet references a mass shooting tragedy and suggests legislative action, which aligns with Democratic priorities on gun control, but the incomplete nature prevents higher confidence classification.""
}",False,flag_for_review,zero-shot
2021-08-30 19:27:00,MarkWarner,"Remnants of Hurricane Ida are set to bring heavy rain and strong winds across central Virginia tomorrow. Its my hope Virginia is spared from the worst of this storm, but weve got to be ready for anything. The time to prepare is now.",Democrat,1,2021,biden-era,False,Neutral,,15,"This tweet contains only disaster preparedness messaging without partisan or ideological content, making political classification unreliable.","{
  ""leaning"": ""Neutral"",
  ""stance"": ""N/A"",
  ""confidence"": 15,
  ""reasoning"": ""This tweet contains only disaster preparedness messaging without partisan or ideological content, making political classification unreliable.""
}",False,flag_for_review,zero-shot
2022-12-22 05:06:20,RepSylviaGarcia,"Another win! 

My bill the Energy Security and Lightering Independence Act passed the House. 

Now it will be headi…",Democrat,1,2022,biden-era,False,Republican,Establishment,65,"The tweet references energy independence legislation, which is a traditional Republican policy priority, though the incomplete text limits certainty.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet references energy independence legislation, which is a traditional Republican policy priority, though the incomplete text limits certainty.""
}",False,flag_for_review,zero-shot
2021-05-26 14:38:37,marcorubio,"Help us, God our savior,on account of the glory of your name. Deliver us, pardon our sins for your names sake. Psalms :9",Republican,0,2021,biden-era,False,Republican,Establishment,45,"Religious scripture citation is common among both parties but slightly more associated with Republican senators; however, the ambiguity of the tweet makes confident classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Religious scripture citation is common among both parties but slightly more associated with Republican senators; however, the ambiguity of the tweet makes confident classification difficult.""
}",False,flag_for_review,zero-shot
2019-04-22 22:03:06,RepHalRogers,Honored to join Operation UNITE ago kicked off the 8th National Rx Drug Abuse and Heroin Summit with a record crowd…,Republican,0,2019,trump-era-late,False,Republican,Establishment,35,"The tweet focuses on bipartisan drug abuse prevention efforts with no strong partisan indicators, making confident classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet focuses on bipartisan drug abuse prevention efforts with no strong partisan indicators, making confident classification difficult.""
}",False,flag_for_review,zero-shot
2022-10-01 19:30:00,RepDanKildee,"Michigan put the world on wheels a century ago. A lot has changed since then, but Michigan workers remain the best…",Democrat,1,2022,biden-era,False,Democrat,Populist,45,"The tweet emphasizes worker pride and industrial heritage, which appeals to populist themes, but lacks partisan markers making confident classification difficult.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet emphasizes worker pride and industrial heritage, which appeals to populist themes, but lacks partisan markers making confident classification difficult.""
}",False,flag_for_review,zero-shot
2021-06-21 13:22:14,SenSherrodBrown,Going live with  for Child Tax Credit Awareness Day in ten minutes. Tune in!,Democrat,1,2021,biden-era,True,Democrat,Establishment,35,"Child Tax Credit expansion is typically associated with Democratic priorities, but the promotional nature and lack of substantive policy content makes classification unreliable.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""Child Tax Credit expansion is typically associated with Democratic priorities, but the promotional nature and lack of substantive policy content makes classification unreliable.""
}",False,flag_for_review,zero-shot
2022-07-13 16:29:04,RepRalphNorman,The expenses associated with raising a child begin months before birth. So I'm proud to co-sponsor,Republican,0,2022,biden-era,False,Democrat,Populist,45,"Support for childcare/family expense assistance typically aligns with Democratic priorities, but incomplete tweet limits confidence in classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 45,
  ""reasoning"": ""Support for childcare/family expense assistance typically aligns with Democratic priorities, but incomplete tweet limits confidence in classification.""
}",False,flag_for_review,zero-shot
2021-12-17 00:49:19,lisamurkowski,"In Alaska, there is an ongoing crisis of violence affecting women, children, and families. Supporting victims and addressing gaps in our justice system is a top priority of mine.",Republican,0,2021,biden-era,True,Democrat,Establishment,45,"Focus on victim support and justice system reform suggests Democratic values, but the moderate tone and local focus could align with either party, making this classification uncertain.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Focus on victim support and justice system reform suggests Democratic values, but the moderate tone and local focus could align with either party, making this classification uncertain.""
}",False,flag_for_review,zero-shot
2021-04-14 16:55:10,SenMarkey,"On this historically significant day for Sikhs, I'm wishing our Sikh American friends a happy #Vaisakhi.",Democrat,1,2021,biden-era,False,Democrat,Establishment,35,"The tweet acknowledges a religious/cultural minority holiday, which is more commonly associated with Democratic outreach efforts, but the greeting itself is nonpartisan and provides minimal ideological information.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet acknowledges a religious/cultural minority holiday, which is more commonly associated with Democratic outreach efforts, but the greeting itself is nonpartisan and provides minimal ideological information.""
}",False,flag_for_review,zero-shot
2022-10-14 18:18:24,RepTimBurchett,"This morning I met with delegates from Uzbekistan with the Open World Rule of Law Program, hosted by Friendship For…",Republican,0,2022,biden-era,False,Unknown,Establishment,25,"The tweet describes a routine diplomatic meeting with international delegates, which is typical establishment legislative activity, but lacks partisan or ideological content for reliable classification.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet describes a routine diplomatic meeting with international delegates, which is typical establishment legislative activity, but lacks partisan or ideological content for reliable classification.""
}",False,flag_for_review,zero-shot
2021-12-03 20:18:03,SenWhitehouse,th annual #EEODayRI is in the books! Its been a productive day. Thanks to everyone who participated at home!,Democrat,1,2021,biden-era,False,Democrat,Establishment,35,"The tweet references Equal Employment Opportunity Day in Rhode Island with a nonpartisan celebratory tone, providing insufficient political indicators for high confidence classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet references Equal Employment Opportunity Day in Rhode Island with a nonpartisan celebratory tone, providing insufficient political indicators for high confidence classification.""
}",False,flag_for_review,zero-shot
2021-09-15 20:47:47,SenJohnHoeven,"Last month, servicemembers gave this nation their last full measure of devotion. Ive joined my colleagues in introducing legislation to award these American heroes Congressional Gold Medals to commemorate their service.",Republican,0,2021,biden-era,False,Republican,Establishment,35,"The tweet's focus on military honor and Congressional Gold Medals reflects traditional values, but the nonpartisan nature of honoring fallen servicemembers makes partisan classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet's focus on military honor and Congressional Gold Medals reflects traditional values, but the nonpartisan nature of honoring fallen servicemembers makes partisan classification difficult.""
}",False,flag_for_review,zero-shot
2022-08-02 02:25:08,RepLoudermilk,"[1/2] The killing of Ayman Al Zawahiri, the current leader of al Qaeda, and a man who helped plan 9/11, makes the world safer.",Republican,0,2022,biden-era,False,Democrat,Establishment,72,"The tweet celebrates a successful counterterrorism operation by the Biden administration, reflecting establishment Democratic support for military/intelligence operations against terrorist threats.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet celebrates a successful counterterrorism operation by the Biden administration, reflecting establishment Democratic support for military/intelligence operations against terrorist threats.""
}",False,flag_for_review,few-shot
2022-10-27 14:58:56,RepAndyKimNJ,"Four years ago, hate and violence stole 11 lives at a Pittsburgh synagogue.

We cannot pretend antisemitism only li…",Democrat,1,2022,biden-era,False,Democrat,Establishment,75,"The tweet addresses antisemitism and hate violence with concern for community safety, themes commonly emphasized by Democratic senators in their advocacy messaging.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet addresses antisemitism and hate violence with concern for community safety, themes commonly emphasized by Democratic senators in their advocacy messaging.""
}",False,flag_for_review,few-shot
2021-05-27 21:18:07,CoryBooker,"When faced with unprecedented challenges, America has come together to do extraordinary things. We can all be part of that incredible history. Get vaccinated today.",Democrat,1,2021,biden-era,False,Democrat,Establishment,72,"The tweet emphasizes public health messaging about vaccination and appeals to collective action and unity, which aligns with Democratic messaging patterns on COVID-19 response.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes public health messaging about vaccination and appeals to collective action and unity, which aligns with Democratic messaging patterns on COVID-19 response.""
}",False,flag_for_review,few-shot
2021-07-30 14:24:35,SenatorHagerty,"Read my op-ed today in  Americans, Not Government, Are the Arbiters of Truth",Republican,0,2021,biden-era,False,Republican,Populist,75,"The phrase 'Americans, Not Government, Are the Arbiters of Truth' reflects a populist, anti-government stance characteristic of Republican messaging that emphasizes individual liberty over state authority.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""The phrase 'Americans, Not Government, Are the Arbiters of Truth' reflects a populist, anti-government stance characteristic of Republican messaging that emphasizes individual liberty over state authority.""
}",False,flag_for_review,few-shot
2021-12-25 03:07:57,RogerMarshallMD,"Despite the recent hardships in Paradise, KS, it still looks like Christmas:",Republican,0,2021,biden-era,False,Republican,Establishment,45,"The tweet appears to be a generic, non-partisan expression of holiday sentiment tied to a Kansas location, with minimal ideological content to definitively classify, but the conservative framing of resilience and traditional values slightly suggests Republican authorship.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet appears to be a generic, non-partisan expression of holiday sentiment tied to a Kansas location, with minimal ideological content to definitively classify, but the conservative framing of resilience and traditional values slightly suggests Republican authorship.""
}",False,flag_for_review,few-shot
2021-07-30 12:00:00,SenKevinCramer,"Excellent news out of  this week! We voted to advance several bills Ive been working on which would help WWII veterans, veterans in rural areas, veterans transitioning back into civilian life, and more. Get the details here",Republican,0,2021,biden-era,False,Republican,Establishment,65,"Focus on veterans' issues and legislative accomplishments is bipartisan, but the framing of advancement through committee votes and specific veteran service programs aligns more with Republican veterans' advocacy priorities.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""Focus on veterans' issues and legislative accomplishments is bipartisan, but the framing of advancement through committee votes and specific veteran service programs aligns more with Republican veterans' advocacy priorities.""
}",False,flag_for_review,few-shot
2021-03-17 16:19:41,SenShelby,"As we state in the letter, the Presidents actions directly contributed to this unfortunate, yet entirely avoidable, scenario, and are a blatant violation of federal law and infringe on Congresss constitutional power of the purse.",Republican,0,2021,biden-era,False,Republican,Establishment,72,"The tweet criticizes presidential overreach and asserts Congressional authority, which is a common Republican argument against executive power expansion, particularly regarding spending.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet criticizes presidential overreach and asserts Congressional authority, which is a common Republican argument against executive power expansion, particularly regarding spending.""
}",False,flag_for_review,few-shot
2022-10-20 21:43:35,RepCuellar,"Today, I hosted a webinar on federal funding for local law enforcement with officials from    and…",Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The tweet's focus on federal law enforcement funding suggests a conservative priority, but lacks partisan language or clear ideological positioning, making confidence relatively low.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's focus on federal law enforcement funding suggests a conservative priority, but lacks partisan language or clear ideological positioning, making confidence relatively low.""
}",False,flag_for_review,few-shot
2021-11-30 14:58:54,SenBillCassidy,Seems like BBB stands for: ig Government eing in your business illionaire tax breaks,Republican,0,2021,biden-era,False,Republican,Populist,82,The tweet criticizes the Build Back Better bill using populist framing that opposes government overreach and defends against tax increases on wealthy individuals.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 82,
  ""reasoning"": ""The tweet criticizes the Build Back Better bill using populist framing that opposes government overreach and defends against tax increases on wealthy individuals.""
}",False,flag_for_review,few-shot
2021-10-05 13:53:39,SenatorRomney,"Receiving this terrible news with a heavy heart. My prayers are with Mafatinis family, teammates, and friends.",Republican,0,2021,biden-era,True,Republican,Establishment,35,"This is a condolence message with religious reference (prayers) that lacks partisan political content, making classification uncertain but the religious framing is slightly more common in Republican messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""This is a condolence message with religious reference (prayers) that lacks partisan political content, making classification uncertain but the religious framing is slightly more common in Republican messaging.""
}",False,flag_for_review,few-shot
2021-03-25 01:30:07,SenatorCollins,The current application deadline for PPP is March just days away. I spoke from the Senate floor today to urge my colleagues to quickly pass bipartisan legislation Im co-leading to extend the deadline to apply to May and give SBA more time to process loans.,Republican,0,2021,biden-era,True,Republican,Establishment,72,"The tweet focuses on practical business relief (PPP extension) with bipartisan framing typical of establishment Republicans, though the pro-business emphasis and SBA support could appeal across the aisle.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet focuses on practical business relief (PPP extension) with bipartisan framing typical of establishment Republicans, though the pro-business emphasis and SBA support could appeal across the aisle.""
}",False,flag_for_review,few-shot
2021-02-18 17:37:53,MartinHeinrich,Excited for the #CountdownToMars like I am? Fun fact: The SuperCam on the  was developed by  - right here in New Mexico! Cheers to the future of space being created by the best and brightest in NM and  be sure to watch history at:,Democrat,1,2021,biden-era,False,Democrat,Establishment,65,"The tweet focuses on space exploration and scientific achievement in New Mexico, promoting local accomplishment and innovation, which aligns with Democratic emphasis on science and infrastructure investment.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet focuses on space exploration and scientific achievement in New Mexico, promoting local accomplishment and innovation, which aligns with Democratic emphasis on science and infrastructure investment.""
}",False,flag_for_review,few-shot
2021-07-26 20:58:49,SenSherrodBrown,"Today marks the st anniversary of the Americans with Disabilities Act. As we celebrate our progress, let us reaffirm that #DisabilityRights are human rights and recommit ourselves to increasing accessibility for all. #ADA31",Democrat,1,2021,biden-era,True,Democrat,Establishment,72,"The tweet emphasizes disability rights and accessibility through a human rights framework, which aligns with Democratic priorities on civil rights and social inclusion.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes disability rights and accessibility through a human rights framework, which aligns with Democratic priorities on civil rights and social inclusion.""
}",False,flag_for_review,few-shot
2023-01-19 14:36:10,RepMariaSalazar,"🚨 ICYMI: This morning, I joined  on  to discuss the crisis at the Southern Border and…",Republican,0,2023,biden-era,False,Republican,Populist,72,Focus on 'crisis at the Southern Border' framing aligns with Republican immigration rhetoric and populist border security concerns.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 72,
  ""reasoning"": ""Focus on 'crisis at the Southern Border' framing aligns with Republican immigration rhetoric and populist border security concerns.""
}",False,flag_for_review,few-shot
2021-05-13 14:42:58,ChrisMurphyCT,"The priority should be a ceasefire. If Hamas will agree to a truce, Israel should not begin a ground invasion. Israel possesses the military power to destroy Gaza, but that would be strategically counterproductive and ethically indefensible.",Democrat,1,2021,biden-era,False,Democrat,Establishment,75,"The tweet prioritizes ceasefire and emphasizes ethical concerns about civilian casualties, reflecting typical Democratic positions on Middle East conflicts, while the measured tone and focus on strategic implications suggest establishment rather than populist rhetoric.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet prioritizes ceasefire and emphasizes ethical concerns about civilian casualties, reflecting typical Democratic positions on Middle East conflicts, while the measured tone and focus on strategic implications suggest establishment rather than populist rhetoric.""
}",False,flag_for_review,few-shot
